ronaldo77
Skandal att inte kriminaliteten tar upp minst av debatten. Hur kan man ge kriminaliteten så lite utrymme när det är i särklass den viktigaste frågan just nu Vem fan kommer gå och ändra sin röst baserat på hur partierna ställer sig i skolpolitiken
Såg nu att dem låter Jimmie debattera skolan också Är detta ett skämt
